,PRCP,TMAX,TMIN,Month,SanMarcos_SF(m3)
1995-04-14,0.0,27.8,11.1,4,4.644
1995-04-15,0.0,28.3,20.6,4,4.587
1995-04-16,0.0,26.7,21.7,4,4.587
1995-04-17,0.0,29.4,22.2,4,4.616
1995-04-18,2.0,27.8,13.9,4,4.559
1995-04-19,3.3,29.4,14.4,4,4.559
1995-04-20,0.0,28.9,15.6,4,4.559
1995-04-21,0.0,30.6,10.0,4,4.531
1995-04-22,0.0,28.9,23.3,4,4.502
1995-04-23,0.0,20.6,10.0,4,4.474
1995-04-24,0.0,21.1,9.4,4,4.446
1995-04-25,0.0,24.4,6.7,4,4.446
1995-04-26,0.0,27.8,13.3,4,4.446
1995-04-27,0.0,24.4,16.1,4,4.389
1995-04-28,0.0,28.3,13.9,4,4.389
1995-04-29,2.5,31.7,19.4,4,4.417
1995-04-30,0.0,31.1,19.4,4,4.332
1995-05-01,0.0,27.8,20.0,5,4.248
1995-05-02,0.0,23.9,13.3,5,4.248
1995-05-03,0.0,29.4,14.4,5,4.248
1995-05-04,0.0,32.2,19.4,5,4.248
1995-05-05,0.0,30.6,20.6,5,4.248
1995-05-06,2.3,27.8,23.9,5,4.248
1995-05-07,30.2,26.1,20.6,5,4.276
1995-05-08,0.0,27.2,15.6,5,4.248
1995-05-09,0.0,32.2,18.9,5,4.248
1995-05-10,0.0,33.3,18.9,5,4.248
1995-05-11,0.0,22.8,18.9,5,4.219
1995-05-12,0.0,31.1,20.0,5,4.248
1995-05-13,0.0,33.3,24.4,5,4.248
1995-05-14,0.0,33.3,25.0,5,4.219
1995-05-15,0.0,31.7,25.0,5,4.219
1995-05-16,0.0,32.8,23.3,5,4.248
1995-05-17,0.0,31.7,23.3,5,4.219
1995-05-18,8.4,30.0,21.1,5,4.191
1995-05-19,0.0,29.4,15.0,5,4.163
1995-05-20,0.0,28.9,13.9,5,4.163
1995-05-21,0.0,30.6,16.7,5,4.134
1995-05-22,0.0,28.3,19.4,5,4.106
1995-05-23,0.0,30.6,20.0,5,4.134
1995-05-24,11.4,30.6,18.9,5,4.134
1995-05-25,0.0,30.0,19.4,5,4.134
1995-05-26,0.0,31.7,19.4,5,4.134
1995-05-27,15.5,30.6,19.4,5,4.134
1995-05-28,0.0,32.8,19.4,5,4.134
1995-05-29,14.2,29.4,18.9,5,4.134
1995-05-30,83.8,24.4,18.9,5,5.182
1995-05-31,21.1,30.6,16.7,5,5.777
1995-06-01,15.7,32.8,17.2,6,5.918
1995-06-02,0.0,32.8,17.2,6,6.088
1995-06-03,0.0,32.2,23.9,6,6.003
1995-06-04,0.0,31.7,22.8,6,5.975
1995-06-05,0.0,32.8,21.7,6,5.947
1995-06-06,0.0,32.8,22.8,6,5.947
1995-06-07,0.0,32.8,24.4,6,5.918
1995-06-08,0.0,34.4,25.6,6,5.918
1995-06-09,0.0,33.9,26.1,6,5.89
1995-06-10,2.5,32.8,26.1,6,5.89
1995-06-11,21.6,28.9,18.9,6,5.918
1995-06-12,0.0,29.4,16.7,6,5.918
1995-06-13,0.0,28.9,14.4,6,5.918
1995-06-14,0.0,32.2,16.1,6,5.947
1995-06-15,0.0,30.6,16.1,6,5.918
1995-06-16,0.0,30.6,17.8,6,5.918
1995-06-17,0.5,30.6,18.3,6,6.003
1995-06-18,0.0,31.7,21.7,6,5.947
1995-06-19,9.9,31.1,21.7,6,6.003
1995-06-20,0.0,31.7,17.8,6,5.975
1995-06-21,0.0,32.8,19.4,6,5.947
1995-06-22,0.0,32.8,18.3,6,5.918
1995-06-23,0.0,32.8,18.9,6,5.862
1995-06-24,0.0,35.0,21.7,6,5.862
1995-06-25,0.0,35.6,22.8,6,5.777
1995-06-26,0.0,35.0,21.7,6,5.748
1995-06-27,0.0,34.4,23.3,6,5.748
1995-06-28,0.0,35.6,23.9,6,5.748
1995-06-29,15.0,35.6,20.6,6,5.777
1995-06-30,0.0,32.2,20.6,6,5.805
1995-07-01,0.41,32.2,22.8,7,5.833
1995-07-02,0.0,32.8,20.6,7,5.777
1995-07-03,7.6,34.4,24.4,7,5.748
1995-07-04,4.8,33.3,21.1,7,5.607
1995-07-05,0.3,32.2,25.0,7,5.578
1995-07-06,1.1120745110766699,33.3,25.0,7,5.465
1995-07-07,1.3242933272336213,34.4,22.2,7,5.493
1995-07-08,0.0,35.6,23.9,7,5.493
1995-07-09,0.0,35.0,21.7,7,5.437
1995-07-10,0.0,36.7,22.8,7,5.352
1995-07-11,0.0,37.2,22.2,7,5.324
1995-07-12,0.0,37.2,22.8,7,5.295
1995-07-13,0.0,35.6,22.2,7,5.295
1995-07-14,0.0,34.4,23.9,7,5.267
1995-07-15,5.798369160449893,33.9,21.7,7,5.267
1995-07-16,0.0,35.0,22.2,7,5.239
1995-07-17,0.0,36.1,23.3,7,5.182
1995-07-18,0.0,38.9,23.9,7,5.182
1995-07-19,0.0,36.7,23.3,7,5.154
1995-07-20,0.0,37.2,24.4,7,5.125
1995-07-21,0.0,37.2,25.0,7,5.097
1995-07-22,0.0,37.8,25.6,7,5.097
1995-07-23,0.0,38.3,26.1,7,5.069
1995-07-24,0.0,37.8,25.6,7,5.04
1995-07-25,0.0,37.2,24.4,7,5.04
1995-07-26,0.0,38.3,25.6,7,5.012
1995-07-27,0.0,38.3,23.9,7,5.04
1995-07-28,0.0,39.4,23.3,7,5.012
1995-07-29,0.0,34.4,25.0,7,5.012
1995-07-30,2.8,32.8,24.4,7,5.012
1995-07-31,0.3,32.2,23.9,7,5.012
1995-08-01,0.0,32.2,23.9,8,5.069
1995-08-02,5.3,36.7,24.4,8,5.069
1995-08-03,12.4,33.9,24.4,8,5.097
1995-08-04,0.0,35.6,23.9,8,5.012
1995-08-05,0.0,35.6,23.3,8,4.955
1995-08-06,0.0,36.1,23.9,8,4.927
1995-08-07,0.0,35.6,25.6,8,4.842
1995-08-08,0.5,35.0,25.0,8,4.842
1995-08-09,0.0,35.6,22.2,8,4.814
1995-08-10,0.0,35.0,20.0,8,4.786
1995-08-11,0.0,36.1,22.8,8,4.757
1995-08-12,9.4,32.8,24.4,8,4.757
1995-08-13,0.0,35.6,25.0,8,4.757
1995-08-14,0.0,32.8,25.0,8,4.729
1995-08-15,0.0,35.0,25.6,8,4.729
1995-08-16,0.0,35.6,23.9,8,4.757
1995-08-17,0.0,36.1,22.2,8,4.729
1995-08-18,0.0,35.0,23.9,8,4.701
1995-08-19,0.0,36.7,22.2,8,4.672
1995-08-20,0.0,38.3,24.4,8,4.672
1995-08-21,0.3,38.9,25.0,8,4.644
1995-08-22,0.0,37.8,25.0,8,4.616
1995-08-23,7.1,35.0,24.4,8,4.644
1995-08-24,0.5,34.4,23.3,8,4.644
1995-08-25,0.0,35.6,25.0,8,4.616
1995-08-26,0.0,36.1,23.3,8,4.587
1995-08-27,18.0,35.6,24.4,8,4.616
1995-08-28,0.0,35.6,23.9,8,4.616
1995-08-29,0.8,36.1,22.8,8,4.644
1995-08-30,0.0,35.0,22.2,8,4.644
1995-08-31,0.0,35.6,22.2,8,4.616
1995-09-01,34.5,35.6,21.7,9,4.587
1995-09-02,0.0,38.3,22.8,9,4.587
1995-09-03,0.0,38.9,22.8,9,4.531
1995-09-04,0.0,37.2,22.8,9,4.474
1995-09-05,0.0,37.2,23.9,9,4.389
1995-09-06,0.0,36.1,22.8,9,4.417
1995-09-07,0.0,35.6,23.3,9,4.446
1995-09-08,17.3,33.3,21.7,9,4.474
1995-09-09,0.0,34.4,22.2,9,4.446
1995-09-10,0.0,29.4,23.3,9,4.417
1995-09-11,0.0,33.3,21.7,9,4.417
1995-09-12,0.0,33.3,22.2,9,4.417
1995-09-13,0.0,35.0,22.2,9,4.474
1995-09-14,3.8,32.2,23.9,9,4.502
1995-09-15,4.1,32.8,22.8,9,4.531
1995-09-16,0.8,35.6,23.9,9,4.531
1995-09-17,0.0,36.7,24.4,9,4.531
1995-09-18,0.0,36.7,22.8,9,4.446
1995-09-19,0.0,35.0,22.8,9,4.389
1995-09-20,119.4,37.2,21.7,9,4.361
1995-09-21,5.1,25.6,21.1,9,4.332
1995-09-22,3.3,24.4,10.0,9,4.248
1995-09-23,0.0,20.0,10.6,9,4.219
1995-09-24,0.0,25.0,11.7,9,4.191
1995-09-25,0.0,28.9,12.8,9,4.106
1995-09-26,0.0,31.1,16.1,9,4.078
1995-09-27,0.0,33.3,17.8,9,4.106
1995-09-28,0.0,33.9,24.4,9,4.106
1995-09-29,0.0,33.3,19.4,9,4.134
1995-09-30,0.0,33.9,20.6,9,4.134
1995-10-01,0.0,35.0,22.2,10,4.134
1995-10-02,0.0,34.4,18.9,10,4.134
1995-10-03,0.0,33.3,17.8,10,4.134
1995-10-04,0.0,27.8,13.3,10,4.134
1995-10-05,0.0,29.4,16.1,10,4.134
1995-10-06,0.0,30.6,11.7,10,4.106
1995-10-07,0.0,27.2,10.6,10,4.106
1995-10-08,0.0,28.3,10.0,10,4.106
1995-10-09,0.0,30.6,13.3,10,4.078
1995-10-10,0.0,30.6,12.2,10,4.049
1995-10-11,0.0,31.7,13.3,10,4.021
1995-10-12,0.0,32.2,15.6,10,4.021
1995-10-13,0.0,30.6,21.1,10,4.021
1995-10-14,0.0,27.8,16.7,10,3.964
1995-10-15,0.0,28.9,8.3,10,3.964
1995-10-16,0.0,31.1,10.0,10,3.964
1995-10-17,0.0,29.4,10.6,10,3.964
1995-10-18,0.0,30.0,14.4,10,3.964
1995-10-19,0.0,30.0,14.4,10,3.964
1995-10-20,0.0,31.1,15.6,10,3.908
1995-10-21,0.0,28.3,6.7,10,3.879
1995-10-22,0.0,30.0,12.2,10,3.908
1995-10-23,0.0,27.2,20.0,10,3.964
1995-10-24,0.0,24.4,13.9,10,3.936
1995-10-25,0.0,28.9,16.7,10,3.936
1995-10-26,0.0,28.9,16.1,10,3.936
1995-10-27,0.0,28.9,21.1,10,3.964
1995-10-28,0.0,33.3,16.1,10,3.936
1995-10-29,0.0,27.2,14.4,10,3.936
1995-10-30,1.0,21.1,15.0,10,3.936
1995-10-31,1.5,18.3,14.4,10,4.049
1995-11-01,69.9,20.6,16.1,11,4.134
1995-11-02,0.0,27.8,17.8,11,4.134
1995-11-03,0.0,14.4,5.6,11,4.191
1995-11-04,1.5,8.9,7.2,11,4.191
1995-11-05,0.5,11.1,7.8,11,4.191
1995-11-06,0.3,16.1,11.1,11,4.219
1995-11-07,0.0,21.1,14.4,11,4.191
1995-11-08,0.0,27.2,11.7,11,4.163
1995-11-09,0.0,23.3,7.8,11,4.191
1995-11-10,0.0,23.9,8.3,11,4.134
1995-11-11,0.0,30.0,21.1,11,4.078
1995-11-12,0.0,15.6,6.7,11,4.078
1995-11-13,0.0,21.1,0.6,11,4.049
1995-11-14,0.0,27.2,11.1,11,4.021
1995-11-15,0.0,22.8,5.6,11,3.993
1995-11-16,0.0,25.0,7.8,11,3.993
1995-11-17,8.9,24.4,11.7,11,4.021
1995-11-18,0.8,15.0,12.8,11,3.964
1995-11-19,0.0,21.1,12.2,11,3.936
1995-11-20,0.0,23.3,11.7,11,3.936
1995-11-21,1.0,21.7,12.2,11,3.936
1995-11-22,0.0,23.9,13.3,11,3.964
1995-11-23,0.0,23.3,13.9,11,3.936
1995-11-24,0.0,22.8,13.9,11,3.908
1995-11-25,0.0,21.1,8.9,11,3.908
1995-11-26,0.0,23.9,3.9,11,3.936
1995-11-27,0.0,25.6,9.4,11,3.908
1995-11-28,0.0,27.2,7.2,11,3.851
1995-11-29,0.0,12.8,-0.6,11,3.851
1995-11-30,0.0,17.2,1.7,11,3.851
1995-12-01,0.0,20.6,4.4,12,3.851
1995-12-02,0.0,25.6,18.3,12,3.823
1995-12-03,0.3,29.4,18.9,12,3.794
1995-12-04,0.0,26.1,12.2,12,3.794
1995-12-05,0.0,28.9,12.2,12,3.766
1995-12-06,0.0,28.9,11.1,12,3.738
1995-12-07,0.0,25.0,11.1,12,3.71
1995-12-08,1.3,16.7,10.0,12,3.738
1995-12-09,0.8,18.3,-0.6,12,3.71
1995-12-10,0.0,7.2,-3.3,12,3.681
1995-12-11,0.0,10.6,7.2,12,3.71
1995-12-12,0.0,17.8,7.8,12,3.738
1995-12-13,0.0,23.9,12.2,12,3.71
1995-12-14,0.0,26.7,17.8,12,3.738
1995-12-15,0.0,27.2,19.4,12,3.71
1995-12-16,2.0,22.2,12.2,12,3.71
1995-12-17,13.0,21.1,15.0,12,3.738
1995-12-18,0.5,17.8,3.9,12,3.71
1995-12-19,0.0,12.8,2.2,12,3.653
1995-12-20,0.0,7.8,1.7,12,3.653
1995-12-21,0.0,6.1,2.2,12,3.653
1995-12-22,0.8,10.6,4.4,12,3.681
1995-12-23,0.0,8.9,1.7,12,3.653
1995-12-24,0.0,8.3,-2.2,12,3.625
1995-12-25,0.0,16.1,6.7,12,3.653
1995-12-26,0.0,12.8,2.2,12,3.653
1995-12-27,0.0,18.3,1.7,12,3.653
1995-12-28,0.0,14.4,-1.1,12,3.625
1995-12-29,0.0,11.1,-1.1,12,3.625
1995-12-30,3.8,13.9,8.9,12,3.625
1995-12-31,0.0,24.4,8.3,12,3.653
1996-01-01,0.3,13.9,10.0,1,3.568
1996-01-02,0.0,14.4,2.8,1,3.511
1996-01-03,0.0,9.4,-2.8,1,3.511
1996-01-04,0.0,12.2,-2.2,1,3.54
1996-01-05,0.0,19.4,1.1,1,3.483
1996-01-06,0.0,14.4,0.6,1,3.455
1996-01-07,0.0,6.1,-5.0,1,3.426
1996-01-08,0.0,6.7,-7.8,1,3.426
1996-01-09,0.0,11.1,-7.2,1,3.455
1996-01-10,0.0,18.3,0.0,1,3.398
1996-01-11,0.0,21.7,1.1,1,3.341
1996-01-12,0.0,23.9,1.7,1,3.341
1996-01-13,0.0,23.9,3.9,1,3.341
1996-01-14,0.0,23.9,6.1,1,3.313
1996-01-15,0.0,24.4,6.1,1,3.285
1996-01-16,0.0,27.2,7.2,1,3.285
1996-01-17,0.0,24.4,13.3,1,3.285
1996-01-18,0.8,5.6,1.7,1,3.228
1996-01-19,0.0,8.9,-6.1,1,3.228
1996-01-20,0.0,20.0,-0.6,1,3.228
1996-01-21,0.0,21.7,3.9,1,3.2
1996-01-22,0.0,23.9,11.7,1,3.2
1996-01-23,0.0,26.7,13.3,1,3.228
1996-01-24,0.0,17.8,0.6,1,3.171
1996-01-25,0.0,20.6,-0.6,1,3.171
1996-01-26,0.0,22.8,1.1,1,3.171
1996-01-27,0.0,12.2,0.0,1,3.143
1996-01-28,0.0,13.9,0.0,1,3.143
1996-01-29,0.0,22.2,12.8,1,3.143
1996-01-30,0.0,24.4,12.8,1,3.143
1996-01-31,0.0,1.7,-1.7,1,3.115
1996-02-01,0.3,-1.1,-3.9,2,3.087
1996-02-02,0.3,0.0,-2.2,2,3.087
1996-02-03,0.3,1.7,-2.8,2,3.087
1996-02-04,0.3,4.4,-7.2,2,3.058
1996-02-05,0.0,11.7,-5.0,2,3.087
1996-02-06,0.0,22.2,1.7,2,3.087
1996-02-07,0.0,23.9,8.9,2,3.087
1996-02-08,0.0,25.6,9.4,2,3.087
1996-02-09,0.0,25.0,8.9,2,3.087
1996-02-10,0.0,27.2,16.1,2,3.087
1996-02-11,0.0,17.8,12.8,2,3.03
1996-02-12,0.0,20.0,6.7,2,3.03
1996-02-13,0.0,21.7,3.3,2,3.058
1996-02-14,0.0,27.8,5.6,2,3.058
1996-02-15,0.0,23.3,12.8,2,3.03
1996-02-16,0.0,13.3,5.0,2,3.03
1996-02-17,0.0,21.1,-0.6,2,3.03
1996-02-18,0.0,24.4,8.3,2,3.058
1996-02-19,0.0,28.9,11.7,2,3.03
1996-02-20,0.0,33.9,9.4,2,3.002
1996-02-21,0.0,37.2,10.0,2,3.002
1996-02-22,0.0,34.4,12.2,2,3.002
1996-02-23,0.0,35.0,13.3,2,3.002
1996-02-24,0.0,24.4,13.3,2,2.973
1996-02-25,0.0,28.3,17.8,2,2.973
1996-02-26,0.0,25.6,18.3,2,3.002
1996-02-27,0.0,27.8,20.6,2,3.002
1996-02-28,0.0,17.2,3.9,2,2.973
1996-02-29,0.0,5.0,3.9,2,3.002
1996-03-01,0.0,7.2,1.1,3,3.03
1996-03-02,0.0,18.9,-1.1,3,3.03
1996-03-03,0.0,22.8,1.7,3,3.002
1996-03-04,0.0,22.2,11.7,3,3.002
1996-03-05,1.0,26.7,12.2,3,3.058
1996-03-06,0.5,26.1,19.4,3,3.058
1996-03-07,0.0,10.0,0.0,3,3.03
1996-03-08,0.0,8.9,-1.7,3,3.03
1996-03-09,0.0,11.1,-2.8,3,3.058
1996-03-10,0.0,16.7,-3.9,3,3.058
1996-03-11,0.0,18.9,-0.6,3,3.058
1996-03-12,0.0,24.4,3.3,3,3.087
1996-03-13,0.0,27.2,9.4,3,3.087
1996-03-14,0.0,28.9,17.8,3,3.087
1996-03-15,0.0,26.1,17.2,3,3.087
1996-03-16,0.0,27.8,12.8,3,3.087
1996-03-17,3.6,28.3,13.9,3,3.087
1996-03-18,0.0,19.4,11.7,3,3.058
1996-03-19,0.0,19.4,5.6,3,3.03
1996-03-20,0.0,18.9,5.0,3,3.03
1996-03-21,0.0,23.9,0.6,3,3.058
1996-03-22,0.0,26.1,10.6,3,3.03
1996-03-23,0.0,20.0,15.6,3,3.03
1996-03-24,0.0,27.2,17.8,3,3.03
1996-03-25,0.0,13.9,6.7,3,3.002
1996-03-26,0.0,7.2,5.6,3,3.03
1996-03-27,6.6,7.8,3.9,3,3.058
1996-03-28,0.0,22.8,4.4,3,3.058
1996-03-29,3.3,18.3,6.7,3,3.058
1996-03-30,0.3,30.6,17.2,3,3.058
1996-03-31,0.0,22.2,10.0,3,3.002
1996-04-01,0.0,25.0,9.4,4,2.973
1996-04-02,0.0,23.3,3.9,4,2.945
1996-04-03,0.0,25.6,11.7,4,2.973
1996-04-04,0.0,28.3,17.8,4,2.973
1996-04-05,0.5,11.1,9.4,4,3.002
1996-04-06,29.0,17.8,3.9,4,2.973
1996-04-07,0.0,21.1,2.2,4,2.945
1996-04-08,0.0,28.3,8.3,4,2.917
1996-04-09,0.0,32.8,9.4,4,2.888
1996-04-10,0.0,31.1,11.1,4,2.917
1996-04-11,0.0,28.3,11.7,4,2.945
1996-04-12,0.0,31.7,19.4,4,2.945
1996-04-13,0.0,33.3,15.6,4,2.945
1996-04-14,0.0,31.1,20.6,4,2.888
1996-04-15,0.0,25.0,11.7,4,2.832
1996-04-16,0.0,26.7,5.0,4,2.86
1996-04-17,0.0,29.4,7.2,4,2.832
1996-04-18,0.0,36.1,15.0,4,2.832
1996-04-19,0.0,36.7,20.6,4,2.803
1996-04-20,0.0,29.4,18.3,4,2.803
1996-04-21,0.0,31.7,21.7,4,2.803
1996-04-22,0.0,24.4,21.7,4,2.775
1996-04-23,6.1,27.2,11.1,4,2.775
1996-04-24,0.0,30.6,7.8,4,2.775
1996-04-25,0.0,36.1,10.6,4,2.775
1996-04-26,0.0,28.3,18.3,4,2.747
1996-04-27,0.0,31.7,18.9,4,2.747
1996-04-28,0.0,34.4,21.1,4,2.775
1996-04-29,22.4,22.8,13.9,4,2.803
1996-04-30,0.0,26.7,4.4,4,2.832
1996-05-01,0.0,30.0,8.9,5,2.86
1996-05-02,0.0,26.1,12.2,5,2.86
1996-05-03,0.0,31.7,20.0,5,2.888
1996-05-04,0.0,31.7,21.1,5,2.888
1996-05-05,0.0,31.1,20.0,5,2.888
1996-05-06,0.3,27.8,23.3,5,2.832
1996-05-07,0.0,30.0,21.7,5,2.86
1996-05-08,0.0,28.9,21.7,5,2.86
1996-05-09,3.0,31.1,22.2,5,2.86
1996-05-10,0.0,31.7,22.2,5,2.86
1996-05-11,0.0,31.7,19.4,5,2.86
1996-05-12,0.0,31.7,18.9,5,2.86
1996-05-13,0.0,33.3,22.2,5,2.86
1996-05-14,0.0,33.3,20.6,5,2.832
1996-05-15,0.0,33.9,22.2,5,2.86
1996-05-16,0.0,35.0,22.2,5,2.86
1996-05-17,0.0,35.0,22.8,5,2.86
1996-05-18,0.0,34.4,23.9,5,2.86
1996-05-19,0.0,34.4,23.3,5,2.832
1996-05-20,0.0,36.1,23.3,5,2.832
1996-05-21,0.0,36.1,23.3,5,2.803
1996-05-22,0.0,36.7,22.8,5,2.803
1996-05-23,0.0,36.1,22.8,5,2.775
1996-05-24,0.0,34.4,23.9,5,2.747
1996-05-25,0.0,34.4,23.9,5,2.747
1996-05-26,0.0,35.0,25.0,5,2.747
1996-05-27,0.0,33.9,25.6,5,2.718
1996-05-28,9.4,35.0,25.6,5,2.718
1996-05-29,0.0,37.2,25.6,5,2.718
1996-05-30,1.8,36.7,21.7,5,2.747
1996-05-31,0.0,33.3,24.4,5,2.718
1996-06-01,2.0,33.9,22.8,6,2.747
1996-06-02,0.0,35.6,24.4,6,2.747
1996-06-03,30.7,35.6,21.1,6,2.747
1996-06-04,5.6,33.3,19.4,6,2.718
1996-06-05,0.0,35.6,19.4,6,2.718
1996-06-06,0.0,35.0,23.9,6,2.69
1996-06-07,0.0,31.7,22.8,6,2.69
1996-06-08,43.2,32.2,18.9,6,2.69
1996-06-09,0.0,32.8,16.1,6,2.662
1996-06-10,0.0,36.7,20.6,6,2.662
1996-06-11,0.0,35.6,21.7,6,2.662
1996-06-12,0.0,36.7,22.8,6,2.662
1996-06-13,0.0,36.7,25.0,6,2.69
1996-06-14,0.0,36.7,25.0,6,2.69
1996-06-15,0.0,35.6,23.9,6,2.69
1996-06-16,0.0,36.1,23.3,6,2.69
1996-06-17,0.0,36.7,24.4,6,2.662
1996-06-18,0.0,38.3,23.9,6,2.662
1996-06-19,0.0,38.9,24.4,6,2.662
1996-06-20,0.0,40.0,23.9,6,2.662
1996-06-21,0.0,36.1,23.9,6,2.662
1996-06-22,10.9,32.8,25.0,6,2.662
1996-06-23,0.0,31.7,23.9,6,2.633
1996-06-24,1.8,32.2,25.0,6,2.605
1996-06-25,7.6,29.4,25.0,6,2.633
1996-06-26,10.9,31.1,23.9,6,2.633
1996-06-27,2.0,34.4,24.4,6,2.633
1996-06-28,0.0,33.9,22.8,6,2.633
1996-06-29,0.0,34.4,22.8,6,2.633
1996-06-30,0.0,35.0,22.2,6,2.605
1996-07-01,0.0,36.7,23.3,7,2.633
1996-07-02,0.0,36.7,23.3,7,2.605
1996-07-03,0.0,36.7,23.3,7,2.549
1996-07-04,0.0,36.7,22.8,7,2.52
1996-07-05,0.0,37.2,22.2,7,2.492
1996-07-06,0.0,37.2,23.3,7,2.464
1996-07-07,0.0,37.8,23.3,7,2.464
1996-07-08,0.0,37.2,25.0,7,2.435
1996-07-09,0.0,36.1,23.9,7,2.407
1996-07-10,2.5,34.4,23.9,7,2.407
1996-07-11,0.0,36.7,24.4,7,2.435
1996-07-12,0.0,37.2,25.0,7,2.435
1996-07-13,0.0,37.2,24.4,7,2.435
1996-07-14,0.0,37.8,25.6,7,2.379
1996-07-15,0.0,36.1,26.1,7,2.35
1996-07-16,0.0,36.7,25.0,7,2.35
1996-07-17,0.0,36.7,25.0,7,2.35
1996-07-18,0.0,37.2,24.4,7,2.35
1996-07-19,0.0,37.2,25.6,7,2.322
1996-07-20,0.0,38.3,24.4,7,2.35
1996-07-21,0.0,37.8,24.4,7,2.322
1996-07-22,0.0,38.3,23.9,7,2.322
1996-07-23,0.0,38.9,24.4,7,2.322
1996-07-24,0.0,37.8,25.6,7,2.322
1996-07-25,0.3,36.7,25.0,7,2.294
1996-07-26,0.3,37.2,25.0,7,2.322
1996-07-27,1.8,36.1,25.6,7,2.322
1996-07-28,0.0,37.2,25.0,7,2.294
1996-07-29,0.0,37.2,25.0,7,2.265
1996-07-30,0.0,36.7,24.4,7,2.237
1996-07-31,0.0,37.8,23.9,7,2.265
1996-08-01,0.0,37.8,24.4,8,2.265
1996-08-02,0.0,37.8,24.4,8,2.265
1996-08-03,0.0,37.8,25.0,8,2.237
1996-08-04,0.0,38.9,25.0,8,2.237
1996-08-05,0.0,38.3,25.0,8,2.237
1996-08-06,0.0,37.8,25.6,8,2.237
1996-08-07,0.0,36.7,25.0,8,2.209
1996-08-08,0.0,35.6,23.9,8,2.209
1996-08-09,0.0,37.2,23.9,8,2.237
1996-08-10,0.0,36.7,24.4,8,2.209
1996-08-11,0.0,36.7,25.0,8,2.209
1996-08-12,0.5,38.3,24.4,8,2.209
1996-08-13,0.0,37.2,24.4,8,2.209
1996-08-14,41.1,36.7,24.4,8,2.18
1996-08-15,0.0,36.7,18.9,8,2.152
1996-08-16,0.0,36.1,21.1,8,2.152
1996-08-17,0.0,36.1,24.4,8,2.18
1996-08-18,1.3,36.1,23.9,8,2.209
1996-08-19,0.0,34.4,22.8,8,2.18
1996-08-20,0.0,36.7,20.6,8,2.209
1996-08-21,0.0,36.1,21.1,8,2.237
1996-08-22,8.6,27.8,21.7,8,2.237
1996-08-23,19.6,31.1,23.9,8,2.322
1996-08-24,82.0,27.2,22.8,8,2.322
1996-08-25,34.5,31.1,21.1,8,2.379
1996-08-26,5.1,30.0,21.7,8,2.407
1996-08-27,0.0,32.8,21.7,8,2.464
1996-08-28,0.0,33.9,21.7,8,2.435
1996-08-29,22.9,33.9,22.8,8,2.52
1996-08-30,61.2,27.8,22.8,8,2.605
1996-08-31,3.0,30.6,22.8,8,2.69
1996-09-01,0.0,30.6,20.0,9,2.775
1996-09-02,0.0,33.3,22.2,9,2.86
1996-09-03,0.0,34.4,22.2,9,2.945
1996-09-04,0.0,33.3,22.2,9,3.058
1996-09-05,0.0,32.8,23.3,9,3.058
1996-09-06,0.0,32.8,21.1,9,3.058
1996-09-07,0.3,32.8,21.1,9,3.087
1996-09-08,0.3,32.2,22.8,9,3.058
1996-09-09,0.0,34.4,23.9,9,3.058
1996-09-10,0.0,35.0,22.2,9,3.087
1996-09-11,0.0,34.4,18.3,9,3.087
1996-09-12,0.0,32.2,18.9,9,3.087
1996-09-13,0.0,31.1,23.3,9,3.115
1996-09-14,0.0,31.1,21.1,9,3.115
1996-09-15,12.7,33.3,20.0,9,3.143
1996-09-16,0.0,34.4,22.8,9,3.087
1996-09-17,0.0,33.9,23.9,9,3.087
1996-09-18,26.9,33.9,25.6,9,3.087
1996-09-19,0.8,33.9,22.2,9,3.143
1996-09-20,27.4,32.2,20.0,9,3.171
1996-09-21,0.5,28.9,20.6,9,3.115
1996-09-22,0.0,31.7,21.1,9,3.115
1996-09-23,0.0,33.3,23.3,9,3.115
1996-09-24,20.1,33.9,20.6,9,3.115
1996-09-25,0.0,30.6,21.7,9,3.087
1996-09-26,2.3,32.8,22.8,9,3.087
1996-09-27,1.3,26.1,17.2,9,3.087
1996-09-28,0.0,25.6,10.6,9,3.087
1996-09-29,0.0,27.2,10.0,9,3.087
1996-09-30,0.0,26.1,10.6,9,3.087
1996-10-01,0.0,27.8,11.1,10,3.087
1996-10-02,0.0,32.8,11.1,10,3.058
1996-10-03,0.0,25.6,15.6,10,3.058
1996-10-04,0.0,23.3,19.4,10,3.058
1996-10-05,1.3,21.7,19.4,10,3.087
1996-10-06,0.0,29.4,17.8,10,3.087
1996-10-07,0.0,29.4,17.8,10,3.087
1996-10-08,0.0,29.4,16.7,10,3.058
1996-10-09,0.0,30.6,11.7,10,3.058
1996-10-10,0.0,31.1,11.7,10,3.058
1996-10-11,0.0,28.3,13.9,10,3.058
1996-10-12,0.0,28.9,13.3,10,3.087
1996-10-13,0.0,27.8,13.3,10,3.058
1996-10-14,0.0,28.9,13.9,10,3.058
1996-10-15,0.0,27.8,19.4,10,3.058
1996-10-16,0.0,30.6,20.6,10,3.058
1996-10-17,5.3,32.8,21.1,10,3.058
1996-10-18,0.0,23.3,13.3,10,3.058
1996-10-19,0.0,25.0,7.8,10,3.087
1996-10-20,0.0,30.6,20.0,10,3.058
1996-10-21,7.6,30.6,23.3,10,3.058
